IdNota;ValorFaturado;RawRow
2249151;2965.00;"{""IdNota"":""2249151"",""Nota"":""FA-54559"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""27/02/2026"",""Cliente"":""T.T.S. TECNO TROLLEY SYSTEM DO BRASIL LTDA"",""Valor Faturado"":""R$2.965,00"",""ValorCompra"":""R$101.594,35""}"
2239669;2924.55;"{""IdNota"":""2239669"",""Nota"":""FA-54383"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""25/02/2026"",""Cliente"":""CARBLIN COMERCIO E SERVI�OS DE AUTOMO��O DE VE�CULOS LTDA"",""Valor Faturado"":""R$2.924,55"",""ValorCompra"":""R$110.602,97""}"
2202579;2918.53;"{""IdNota"":""2202579"",""Nota"":""FA-54185"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""12/02/2026"",""Cliente"":""RW SISTEMAS"",""Valor Faturado"":""R$2.918,53"",""ValorCompra"":""R$86.900,00""}"
2202581;2918.53;"{""IdNota"":""2202581"",""Nota"":""FA-54187"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""12/02/2026"",""Cliente"":""RW SISTEMAS"",""Valor Faturado"":""R$2.918,53"",""ValorCompra"":""R$86.900,00""}"
2156444;2830.00;"{""IdNota"":""2156444"",""Nota"":""FA-53796"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""30/01/2026"",""Cliente"":""FERNANDO TALMA RAMETA GONCALVES BARBOSA"",""Valor Faturado"":""R$2.830,00"",""ValorCompra"":""R$116.520,00""}"
2175359;2800.00;"{""IdNota"":""2175359"",""Nota"":""FA-53862"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""04/02/2026"",""Cliente"":""SEVERINA EUGENIA DA SILVA"",""Valor Faturado"":""R$2.800,00"",""ValorCompra"":""R$83.169,75""}"
2248871;2800.00;"{""IdNota"":""2248871"",""Nota"":""FA-54540"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""27/02/2026"",""Cliente"":""MSR"",""Valor Faturado"":""R$2.800,00"",""ValorCompra"":""R$90.603,73""}"
2202583;2799.00;"{""IdNota"":""2202583"",""Nota"":""FA-54189"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""12/02/2026"",""Cliente"":""RW SISTEMAS"",""Valor Faturado"":""R$2.799,00"",""ValorCompra"":""R$93.237,30""}"
2259602;2790.00;"{""IdNota"":""2259602"",""Nota"":""FA-54598"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""03/03/2026"",""Cliente"":""CLINICA EDUARDO ALENCAR"",""Valor Faturado"":""R$2.790,00"",""ValorCompra"":""R$128.552,77""}"
2239615;2725.46;"{""IdNota"":""2239615"",""Nota"":""FA-54379"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""25/02/2026"",""Cliente"":""BLU GESTAO E MOBILIDADE LTDA"",""Valor Faturado"":""R$2.725,46"",""ValorCompra"":""R$115.056,01""}"
2156449;2715.10;"{""IdNota"":""2156449"",""Nota"":""FA-53801"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""30/01/2026"",""Cliente"":""MAURICIO FERREIRA DOS SANTOS"",""Valor Faturado"":""R$2.715,10"",""ValorCompra"":""R$115.792,01""}"
2259421;2600.00;"{""IdNota"":""2259421"",""Nota"":""FA-54594"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""03/03/2026"",""Cliente"":""SADIF VEICULOS"",""Valor Faturado"":""R$2.600,00"",""ValorCompra"":""R$98.592,70""}"
2156443;2517.15;"{""IdNota"":""2156443"",""Nota"":""FA-53795"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""30/01/2026"",""Cliente"":""ANDERSON LOURENCO DE SOUZA"",""Valor Faturado"":""R$2.517,15"",""ValorCompra"":""R$99.025,20""}"
2261934;2444.59;"{""IdNota"":""2261934"",""Nota"":""FA-54601"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""03/03/2026"",""Cliente"":""DIOXD"",""Valor Faturado"":""R$2.444,59"",""ValorCompra"":""R$84.633,59""}"
2156393;2440.00;"{""IdNota"":""2156393"",""Nota"":""FA-53787"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""30/01/2026"",""Cliente"":""ROBERTO SCHIAVON"",""Valor Faturado"":""R$2.440,00"",""ValorCompra"":""R$74.478,30""}"
2202582;2440.00;"{""IdNota"":""2202582"",""Nota"":""FA-54188"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""12/02/2026"",""Cliente"":""RW SISTEMAS"",""Valor Faturado"":""R$2.440,00"",""ValorCompra"":""R$74.478,30""}"
2239861;2400.00;"{""IdNota"":""2239861"",""Nota"":""FA-54391"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""25/02/2026"",""Cliente"":""PREVIX SERVICOS LTDA"",""Valor Faturado"":""R$2.400,00"",""ValorCompra"":""R$0,00""}"
2156442;2350.00;"{""IdNota"":""2156442"",""Nota"":""FA-53794"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""30/01/2026"",""Cliente"":""ALESSANDRA MORENO DE CARVALHO ANTUNES"",""Valor Faturado"":""R$2.350,00"",""ValorCompra"":""R$123.110,99""}"
2156432;2303.06;"{""IdNota"":""2156432"",""Nota"":""FA-53791"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""30/01/2026"",""Cliente"":""ERNANE JOBETH RODRIGUES PEREIRA"",""Valor Faturado"":""R$2.303,06"",""ValorCompra"":""R$81.915,50""}"
2248237;2298.17;"{""IdNota"":""2248237"",""Nota"":""FA-54536"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""27/02/2026"",""Cliente"":""LEI DA SELVA"",""Valor Faturado"":""R$2.298,17"",""ValorCompra"":""R$86.543,25""}"
2238256;2210.00;"{""IdNota"":""2238256"",""Nota"":""FA-54348"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""25/02/2026"",""Cliente"":""AMERICO DIAS SILVANO"",""Valor Faturado"":""R$2.210,00"",""ValorCompra"":""R$255.000,00""}"
2171615;2205.45;"{""IdNota"":""2171615"",""Nota"":""FA-53850"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""03/02/2026"",""Cliente"":""ADONIAS DA SILVA BARROS"",""Valor Faturado"":""R$2.205,45"",""ValorCompra"":""R$124.010,99""}"
2249004;2199.00;"{""IdNota"":""2249004"",""Nota"":""FA-54553"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""27/02/2026"",""Cliente"":""SELKIS TECNOLOGIA LTDA"",""Valor Faturado"":""R$2.199,00"",""ValorCompra"":""R$74.359,71""}"
2247692;2198.30;"{""IdNota"":""2247692"",""Nota"":""FA-54518"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""27/02/2026"",""Cliente"":""BRAKKO COMERCIO"",""Valor Faturado"":""R$2.198,30"",""ValorCompra"":""R$75.000,00""}"
2249154;2182.26;"{""IdNota"":""2249154"",""Nota"":""FA-54560"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""27/02/2026"",""Cliente"":""TDM DIGITAL"",""Valor Faturado"":""R$2.182,26"",""ValorCompra"":""R$69.990,00""}"
2239883;2167.64;"{""IdNota"":""2239883"",""Nota"":""FA-54392"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""25/02/2026"",""Cliente"":""RESULTANDO CONSULTORIA E TREINAMENTO"",""Valor Faturado"":""R$2.167,64"",""ValorCompra"":""R$75.000,00""}"
2239885;2150.00;"{""IdNota"":""2239885"",""Nota"":""FA-54393"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""25/02/2026"",""Cliente"":""RESULTANDO CONSULTORIA E TREINAMENTO"",""Valor Faturado"":""R$2.150,00"",""ValorCompra"":""R$74.478,30""}"
2247691;2100.00;"{""IdNota"":""2247691"",""Nota"":""FA-54517"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""27/02/2026"",""Cliente"":""BRAKKO COMERCIO"",""Valor Faturado"":""R$2.100,00"",""ValorCompra"":""R$67.314,15""}"
2156448;2050.00;"{""IdNota"":""2156448"",""Nota"":""FA-53800"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""30/01/2026"",""Cliente"":""JULIO CESAR DE PAIVA"",""Valor Faturado"":""R$2.050,00"",""ValorCompra"":""R$67.955,40""}"
2218790;2021.10;"{""IdNota"":""2218790"",""Nota"":""FA-54298"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""20/02/2026"",""Cliente"":""ANDRE LUIS BATISTA FERREIRA"",""Valor Faturado"":""R$2.021,10"",""ValorCompra"":""R$70.743,75""}"
2239670;2000.00;"{""IdNota"":""2239670"",""Nota"":""FA-54384"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""25/02/2026"",""Cliente"":""CARBLIN COMERCIO E SERVI�OS DE AUTOMO��O DE VE�CULOS LTDA"",""Valor Faturado"":""R$2.000,00"",""ValorCompra"":""R$68.990,00""}"
2239671;2000.00;"{""IdNota"":""2239671"",""Nota"":""FA-54385"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""25/02/2026"",""Cliente"":""CARBLIN COMERCIO E SERVI�OS DE AUTOMO��O DE VE�CULOS LTDA"",""Valor Faturado"":""R$2.000,00"",""ValorCompra"":""R$57.930,67""}"
2172615;1900.00;"{""IdNota"":""2172615"",""Nota"":""FA-53856"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""03/02/2026"",""Cliente"":""ALEXANDRE SALLES STEIL"",""Valor Faturado"":""R$1.900,00"",""ValorCompra"":""R$111.417,61""}"
2218541;1900.00;"{""IdNota"":""2218541"",""Nota"":""FA-54297"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""20/02/2026"",""Cliente"":""RICARDO LUIS MATOS TEIXEIRA"",""Valor Faturado"":""R$1.900,00"",""ValorCompra"":""R$62.992,59""}"
2156422;1878.43;"{""IdNota"":""2156422"",""Nota"":""FA-53790"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""30/01/2026"",""Cliente"":""VAMBERTO TAVIAN CAMPOS"",""Valor Faturado"":""R$1.878,43"",""ValorCompra"":""R$71.987,80""}"
2239717;1850.00;"{""IdNota"":""2239717"",""Nota"":""FA-54387"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""25/02/2026"",""Cliente"":""DOIS CUNHADOS IMPORTACAO E EXPORTACAO DE GENEROS ALIMENTICIOS LTDA"",""Valor Faturado"":""R$1.850,00"",""ValorCompra"":""R$63.608,07""}"
2156445;1844.71;"{""IdNota"":""2156445"",""Nota"":""FA-53797"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""30/01/2026"",""Cliente"":""JESSICA MENDES FORTALEZA TEIXEIRA"",""Valor Faturado"":""R$1.844,71"",""ValorCompra"":""R$68.162,00""}"
2167972;1840.00;"{""IdNota"":""2167972"",""Nota"":""FA-53830"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""02/02/2026"",""Cliente"":""JADE PAULINO KANNENBERG"",""Valor Faturado"":""R$1.840,00"",""ValorCompra"":""R$59.472,00""}"
2186905;1823.70;"{""IdNota"":""2186905"",""Nota"":""FA-54154"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""06/02/2026"",""Cliente"":""FELIPE COSTA DE OLIVEIRA"",""Valor Faturado"":""R$1.823,70"",""ValorCompra"":""R$53.350,85""}"
2156395;1820.00;"{""IdNota"":""2156395"",""Nota"":""FA-53788"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""30/01/2026"",""Cliente"":""SONIA MARIA DE SOUSA BARROS"",""Valor Faturado"":""R$1.820,00"",""ValorCompra"":""R$62.992,59""}"
2202580;1805.00;"{""IdNota"":""2202580"",""Nota"":""FA-54186"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""12/02/2026"",""Cliente"":""RW SISTEMAS"",""Valor Faturado"":""R$1.805,00"",""ValorCompra"":""R$62.992,59""}"
2263569;1805.00;"{""IdNota"":""2263569"",""Nota"":""FA-54606"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""27/02/2026"",""Cliente"":""ATC ATACADO DO COSMETICO EIRELI"",""Valor Faturado"":""R$1.805,00"",""ValorCompra"":""R$63.608,09""}"
2202584;1750.00;"{""IdNota"":""2202584"",""Nota"":""FA-54190"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""12/02/2026"",""Cliente"":""RW SISTEMAS"",""Valor Faturado"":""R$1.750,00"",""ValorCompra"":""R$62.992,59""}"
2202578;1741.25;"{""IdNota"":""2202578"",""Nota"":""FA-54184"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""12/02/2026"",""Cliente"":""RW SISTEMAS"",""Valor Faturado"":""R$1.741,25"",""ValorCompra"":""R$45.764,16""}"
2199341;1710.76;"{""IdNota"":""2199341"",""Nota"":""FA-54179"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""11/02/2026"",""Cliente"":""ANTONIO CARLOS BAGNATORI FERNANDES"",""Valor Faturado"":""R$1.710,76"",""ValorCompra"":""R$52.500,00""}"
2259601;1705.00;"{""IdNota"":""2259601"",""Nota"":""FA-54597"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""03/03/2026"",""Cliente"":""CLINICA EDUARDO ALENCAR"",""Valor Faturado"":""R$1.705,00"",""ValorCompra"":""R$63.699,19""}"
2156446;1698.08;"{""IdNota"":""2156446"",""Nota"":""FA-53798"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""30/01/2026"",""Cliente"":""JOSE MARCELO LANCAS"",""Valor Faturado"":""R$1.698,08"",""ValorCompra"":""R$68.162,00""}"
2248901;1687.42;"{""IdNota"":""2248901"",""Nota"":""FA-54543"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""27/02/2026"",""Cliente"":""O BOTICARIO"",""Valor Faturado"":""R$1.687,42"",""ValorCompra"":""R$52.500,00""}"
2156447;1680.39;"{""IdNota"":""2156447"",""Nota"":""FA-53799"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""30/01/2026"",""Cliente"":""JOS� WILTON DA SILVA LIMA"",""Valor Faturado"":""R$1.680,39"",""ValorCompra"":""R$68.192,00""}"
2249331;1671.89;"{""IdNota"":""2249331"",""Nota"":""FA-54565"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""27/02/2026"",""Cliente"":""YUDO SA"",""Valor Faturado"":""R$1.671,89"",""ValorCompra"":""R$85.894,50""}"
2264933;1625.00;"{""IdNota"":""2264933"",""Nota"":""FA-54620"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""04/03/2026"",""Cliente"":""CCL SERVICOS AMBIENTAIS"",""Valor Faturado"":""R$1.625,00"",""ValorCompra"":""R$57.678,30""}"
2259656;910.00;"{""IdNota"":""2259656"",""Nota"":""FA-54599"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""03/03/2026"",""Cliente"":""CONSORCIO NORDESTE"",""Valor Faturado"":""R$910,00"",""ValorCompra"":""R$117.307,10""}"
2238528;800.00;"{""IdNota"":""2238528"",""Nota"":""FA-54350"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""25/02/2026"",""Cliente"":""DANUBIA  RODRIGUES FREITAS"",""Valor Faturado"":""R$800,00"",""ValorCompra"":""R$59.472,00""}"
2248819;482.00;"{""IdNota"":""2248819"",""Nota"":""FA-54538"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""27/02/2026"",""Cliente"":""INSTITUTO BERCO DA CIDADANIA"",""Valor Faturado"":""R$482,00"",""ValorCompra"":""R$68.162,80""}"
2282392;481.67;"{""IdNota"":""2282392"",""Nota"":""FA-54851"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""09/03/2026"",""Cliente"":""ANTONIO FRANCISCO ALVES COSTA"",""Valor Faturado"":""R$481,67"",""ValorCompra"":""R$53.851,19""}"
2238501;75.95;"{""IdNota"":""2238501"",""Nota"":""FA-54349"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""25/02/2026"",""Cliente"":""ROBERTO LACERDA RABELLO"",""Valor Faturado"":""R$75,95"",""ValorCompra"":""R$61.550,00""}"
2183925;39.90;"{""IdNota"":""2183925"",""Nota"":""FA-54143"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""06/02/2026"",""Cliente"":""THAIS FRANCIELLI MARQUES CABRAL"",""Valor Faturado"":""R$39,90"",""ValorCompra"":""R$66.874,97""}"
2155454;0.00;"{""IdNota"":""2155454"",""Nota"":""FA-53781"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""29/01/2026"",""Cliente"":""TRANSFORMA VIDAS"",""Valor Faturado"":"""",""ValorCompra"":""R$93.231,57""}"
2167362;0.00;"{""IdNota"":""2167362"",""Nota"":""ND-53817"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""02/02/2026"",""Cliente"":""KONECRANES"",""Valor Faturado"":"""",""ValorCompra"":""R$74.359,71""}"
2167701;0.00;"{""IdNota"":""2167701"",""Nota"":""ND-53822"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""02/02/2026"",""Cliente"":""ABILITY"",""Valor Faturado"":"""",""ValorCompra"":""R$101.729,55""}"
2167705;0.00;"{""IdNota"":""2167705"",""Nota"":""ND-53823"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""02/02/2026"",""Cliente"":""ABILITY"",""Valor Faturado"":"""",""ValorCompra"":""R$92.864,18""}"
2167708;0.00;"{""IdNota"":""2167708"",""Nota"":""ND-53824"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""02/02/2026"",""Cliente"":""ABILITY"",""Valor Faturado"":"""",""ValorCompra"":""R$92.864,18""}"
2172354;0.00;"{""IdNota"":""2172354"",""Nota"":""ND-53851"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""03/02/2026"",""Cliente"":""IDEAL SOLUCOES AMBIENTAIS E CONSTRUCOES LTDA"",""Valor Faturado"":"""",""ValorCompra"":""R$98.062,40""}"
2172591;0.00;"{""IdNota"":""2172591"",""Nota"":""ND-53855"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""03/02/2026"",""Cliente"":""BRINKS"",""Valor Faturado"":"""",""ValorCompra"":""R$186.782,41""}"
2173746;0.00;"{""IdNota"":""2173746"",""Nota"":""ND-53861"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""04/02/2026"",""Cliente"":""ABILITY"",""Valor Faturado"":"""",""ValorCompra"":""R$211.288,40""}"
2175920;0.00;"{""IdNota"":""2175920"",""Nota"":""ND-53863"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""04/02/2026"",""Cliente"":""KONECRANES"",""Valor Faturado"":"""",""ValorCompra"":""R$74.359,71""}"
2181330;0.00;"{""IdNota"":""2181330"",""Nota"":""FA-54135"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""05/02/2026"",""Cliente"":""THAIS FRANCIELLI MARQUES CABRAL"",""Valor Faturado"":"""",""ValorCompra"":""R$66.874,97""}"
2178814;0.00;"{""IdNota"":""2178814"",""Nota"":""ND-53951"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""05/02/2026"",""Cliente"":""VP DISTRIBUIDORA DE PE�AS LTDA"",""Valor Faturado"":"""",""ValorCompra"":""R$108.393,47""}"
2178815;0.00;"{""IdNota"":""2178815"",""Nota"":""ND-53952"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""05/02/2026"",""Cliente"":""FELIPE COSTA DE OLIVEIRA"",""Valor Faturado"":"""",""ValorCompra"":""R$53.350,85""}"
2181246;0.00;"{""IdNota"":""2181246"",""Nota"":""ND-54131"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""05/02/2026"",""Cliente"":""ALLREDE TELECOM LTDA"",""Valor Faturado"":"""",""ValorCompra"":""R$61.860,10""}"
2181247;0.00;"{""IdNota"":""2181247"",""Nota"":""ND-54132"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""05/02/2026"",""Cliente"":""BRINKS"",""Valor Faturado"":"""",""ValorCompra"":""R$76.061,21""}"
2181248;0.00;"{""IdNota"":""2181248"",""Nota"":""ND-54133"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""05/02/2026"",""Cliente"":""MAQCAMPO SOLUCOES AGRICOLAS S/A"",""Valor Faturado"":"""",""ValorCompra"":""R$115.840,00""}"
2181260;0.00;"{""IdNota"":""2181260"",""Nota"":""ND-54134"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""05/02/2026"",""Cliente"":""JADE PAULINO KANNENBERG"",""Valor Faturado"":"""",""ValorCompra"":""R$59.472,00""}"
2183654;0.00;"{""IdNota"":""2183654"",""Nota"":""ND-54141"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""05/02/2026"",""Cliente"":""SEEC/DF"",""Valor Faturado"":"""",""ValorCompra"":""R$101.104,20""}"
2183659;0.00;"{""IdNota"":""2183659"",""Nota"":""ND-54142"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""05/02/2026"",""Cliente"":""SEEC/DF"",""Valor Faturado"":"""",""ValorCompra"":""R$71.381,00""}"
2186765;0.00;"{""IdNota"":""2186765"",""Nota"":""ND-54153"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""06/02/2026"",""Cliente"":""SEEC/DF"",""Valor Faturado"":"""",""ValorCompra"":""R$101.104,20""}"
2186910;0.00;"{""IdNota"":""2186910"",""Nota"":""ND-54155"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""06/02/2026"",""Cliente"":""GABRIELA BORGES PEREIRA"",""Valor Faturado"":"""",""ValorCompra"":""R$119.511,70""}"
2186911;0.00;"{""IdNota"":""2186911"",""Nota"":""ND-54156"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""06/02/2026"",""Cliente"":""ROBERTO LACERDA RABELLO"",""Valor Faturado"":"""",""ValorCompra"":""R$61.550,00""}"
2186929;0.00;"{""IdNota"":""2186929"",""Nota"":""ND-54157"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""06/02/2026"",""Cliente"":""GABRIELA BORGES PEREIRA"",""Valor Faturado"":"""",""ValorCompra"":""R$119.511,70""}"
2186990;0.00;"{""IdNota"":""2186990"",""Nota"":""ND-54158"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""06/02/2026"",""Cliente"":""SEEC/DF"",""Valor Faturado"":"""",""ValorCompra"":""R$70.743,75""}"
2191288;0.00;"{""IdNota"":""2191288"",""Nota"":""FA-54165"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""09/02/2026"",""Cliente"":""EMBAIXADA DA REPUBLICA GABONESA"",""Valor Faturado"":"""",""ValorCompra"":""R$235.150,07""}"
2189768;0.00;"{""IdNota"":""2189768"",""Nota"":""ND-54159"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""09/02/2026"",""Cliente"":""BRINKS"",""Valor Faturado"":"""",""ValorCompra"":""R$320.310,90""}"
2189770;0.00;"{""IdNota"":""2189770"",""Nota"":""ND-54160"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""09/02/2026"",""Cliente"":""GRUPO BRINKS"",""Valor Faturado"":"""",""ValorCompra"":""R$3.779.449,67""}"
2191207;0.00;"{""IdNota"":""2191207"",""Nota"":""ND-54161"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""09/02/2026"",""Cliente"":""GOIASMIX LUBRIFICANTES LTDA"",""Valor Faturado"":"""",""ValorCompra"":""R$70.743,75""}"
2191211;0.00;"{""IdNota"":""2191211"",""Nota"":""ND-54162"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""09/02/2026"",""Cliente"":""INSTITUTO BERCO DA CIDADANIA"",""Valor Faturado"":"""",""ValorCompra"":""R$68.162,80""}"
2191213;0.00;"{""IdNota"":""2191213"",""Nota"":""ND-54163"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""09/02/2026"",""Cliente"":""PAPRICA BURGER"",""Valor Faturado"":"""",""ValorCompra"":""R$59.472,00""}"
2191222;0.00;"{""IdNota"":""2191222"",""Nota"":""ND-54164"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""09/02/2026"",""Cliente"":""MAQCAMPO SOLUCOES AGRICOLAS S/A"",""Valor Faturado"":"""",""ValorCompra"":""R$115.840,00""}"
2191930;0.00;"{""IdNota"":""2191930"",""Nota"":""ND-54167"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""09/02/2026"",""Cliente"":""BRINKS"",""Valor Faturado"":"""",""ValorCompra"":""R$155.816,70""}"
2192397;0.00;"{""IdNota"":""2192397"",""Nota"":""ND-54171"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""09/02/2026"",""Cliente"":""DIOCESMAR FELIPE DE FARIA"",""Valor Faturado"":"""",""ValorCompra"":""R$117.307,10""}"
2196503;0.00;"{""IdNota"":""2196503"",""Nota"":""ND-54173"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""10/02/2026"",""Cliente"":""KENIO CESAR LIMA"",""Valor Faturado"":"""",""ValorCompra"":""R$75.942,60""}"
2197619;0.00;"{""IdNota"":""2197619"",""Nota"":""ND-54177"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""11/02/2026"",""Cliente"":""SEEC/DF"",""Valor Faturado"":"""",""ValorCompra"":""R$104.467,50""}"
2197623;0.00;"{""IdNota"":""2197623"",""Nota"":""ND-54178"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""11/02/2026"",""Cliente"":""SEEC/DF"",""Valor Faturado"":"""",""ValorCompra"":""R$71.381,00""}"
2200812;0.00;"{""IdNota"":""2200812"",""Nota"":""ND-54180"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""12/02/2026"",""Cliente"":""MAQCAMPO SOLUCOES AGRICOLAS S/A"",""Valor Faturado"":"""",""ValorCompra"":""R$115.840,00""}"
2202595;0.00;"{""IdNota"":""2202595"",""Nota"":""ND-54191"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""12/02/2026"",""Cliente"":""ABILITY"",""Valor Faturado"":"""",""ValorCompra"":""R$42.445,87""}"
2202597;0.00;"{""IdNota"":""2202597"",""Nota"":""ND-54192"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""12/02/2026"",""Cliente"":""ABILITY"",""Valor Faturado"":"""",""ValorCompra"":""R$101.729,55""}"
2202652;0.00;"{""IdNota"":""2202652"",""Nota"":""ND-54201"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""12/02/2026"",""Cliente"":""ANDERSON LOURENCO DE SOUZA"",""Valor Faturado"":"""",""ValorCompra"":""R$99.025,20""}"
2202654;0.00;"{""IdNota"":""2202654"",""Nota"":""ND-54202"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""12/02/2026"",""Cliente"":""CRISTINA BERTOZZI DE SOUZA"",""Valor Faturado"":"""",""ValorCompra"":""R$71.837,50""}"
2202656;0.00;"{""IdNota"":""2202656"",""Nota"":""ND-54203"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""12/02/2026"",""Cliente"":""EVERTON SOARES FERREIRA"",""Valor Faturado"":"""",""ValorCompra"":""R$108.393,47""}"
2202658;0.00;"{""IdNota"":""2202658"",""Nota"":""ND-54204"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""12/02/2026"",""Cliente"":""FABRICIO SOARES LINO"",""Valor Faturado"":"""",""ValorCompra"":""R$119.878,20""}"
2202661;0.00;"{""IdNota"":""2202661"",""Nota"":""ND-54205"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""12/02/2026"",""Cliente"":""FABRICIO SOARES LINO"",""Valor Faturado"":"""",""ValorCompra"":""R$119.878,20""}"
2202663;0.00;"{""IdNota"":""2202663"",""Nota"":""ND-54206"",""DataCompetencia"":""01/02/2026"",""DataEmissao"":""12/02/2026"",""Cliente"":""FERNANDA ANDRADE DE OLIVEIRA"",""Valor Faturado"":"""",""ValorCompra"":""R$65.090,70""}"
